,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Myanmar","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Philippines","Total immigrant population 5 6","3,505"
,,,,,"Before 1980","105"
,,,,,"1980 to 1990","70"
,,,,,"1991 to 2000","150"
,,,,,"2001 to 2005","110"
,,,,,"2006 to 2010","420"
,,,,,"2011 to 2015","1,040"
,,,,,"2016 to 2021 7","1,610"
,,,,"Singapore","Total immigrant population 5 6","45"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Thailand","Total immigrant population 5 6","75"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","40"
,,,,"Timor-Leste","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Viet Nam","Total immigrant population 5 6","615"
,,,,,"Before 1980","60"
,,,,,"1980 to 1990","175"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","195"
,,,,"Bangladesh","Total immigrant population 5 6","505"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","70"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","340"
,,,,"Bhutan","Total immigrant population 5 6","125"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","95"
,,,,,"2016 to 2021 7","0"
,,,,"British Indian Ocean Territory","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"India","Total immigrant population 5 6","4,800"
,,,,,"Before 1980","235"
,,,,,"1980 to 1990","160"
,,,,,"1991 to 2000","185"
,,,,,"2001 to 2005","145"
,,,,,"2006 to 2010","285"
,,,,,"2011 to 2015","565"
,,,,,"2016 to 2021 7","3,240"
,,,,"Maldives","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Nepal","Total immigrant population 5 6","150"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","65"
,,,,,"2016 to 2021 7","60"
,,,,"Pakistan","Total immigrant population 5 6","785"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","115"
,,,,,"2001 to 2005","140"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","60"
,,,,,"2016 to 2021 7","330"
,,,,"Sri Lanka","Total immigrant population 5 6","350"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","105"
,,,,,"2016 to 2021 7","60"
"Montréal (CMA), Que. i37",,,,"Greenland","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Pierre and Miquelon","Total immigrant population 5 6","125"
,,,,,"Before 1980","90"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"United States of America","Total immigrant population 5 6","18,335"
,,,,,"Before 1980","4,030"
,,,,,"1980 to 1990","1,570"
,,,,,"1991 to 2000","1,940"
,,,,,"2001 to 2005","1,415"
,,,,,"2006 to 2010","2,615"
,,,,,"2011 to 2015","3,215"
,,,,,"2016 to 2021 7","3,545"
,,,,"Belize","Total immigrant population 5 6","45"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Costa Rica","Total immigrant population 5 6","835"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","100"
,,,,,"1991 to 2000","190"
,,,,,"2001 to 2005","120"
,,,,,"2006 to 2010","235"
,,,,,"2011 to 2015","110"
,,,,,"2016 to 2021 7","65"
,,,,"El Salvador","Total immigrant population 5 6","10,145"
,,,,,"Before 1980","355"
,,,,,"1980 to 1990","4,005"
,,,,,"1991 to 2000","4,000"
,,,,,"2001 to 2005","335"
,,,,,"2006 to 2010","385"
,,,,,"2011 to 2015","520"
,,,,,"2016 to 2021 7","540"
,,,,"Guatemala","Total immigrant population 5 6","5,150"
,,,,,"Before 1980","275"
,,,,,"1980 to 1990","1,510"
,,,,,"1991 to 2000","2,180"
,,,,,"2001 to 2005","280"
,,,,,"2006 to 2010","295"
,,,,,"2011 to 2015","310"
,,,,,"2016 to 2021 7","305"
,,,,"Honduras","Total immigrant population 5 6","2,585"
,,,,,"Before 1980","75"
,,,,,"1980 to 1990","205"
,,,,,"1991 to 2000","1,195"
,,,,,"2001 to 2005","190"
,,,,,"2006 to 2010","225"
,,,,,"2011 to 2015","430"
,,,,,"2016 to 2021 7","265"
,,,,"Mexico","Total immigrant population 5 6","14,245"
,,,,,"Before 1980","205"
,,,,,"1980 to 1990","580"
,,,,,"1991 to 2000","1,505"
,,,,,"2001 to 2005","2,215"
,,,,,"2006 to 2010","3,625"
,,,,,"2011 to 2015","4,095"
,,,,,"2016 to 2021 7","2,020"
,,,,"Nicaragua","Total immigrant population 5 6","1,595"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","205"
,,,,,"1991 to 2000","1,015"
,,,,,"2001 to 2005","80"
,,,,,"2006 to 2010","95"
,,,,,"2011 to 2015","120"
,,,,,"2016 to 2021 7","30"
,,,,"Panama","Total immigrant population 5 6","870"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","565"
,,,,,"2001 to 2005","80"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","35"
,,,,"Anguilla","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Antigua and Barbuda","Total immigrant population 5 6","155"
,,,,,"Before 1980","90"
,,,,,"1980 to 1990","50"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Aruba","Total immigrant population 5 6","20"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Bahamas","Total immigrant population 5 6","175"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","50"
,,,,"Barbados","Total immigrant population 5 6","1,990"
,,,,,"Before 1980","1,505"
,,,,,"1980 to 1990","180"
,,,,,"1991 to 2000","135"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","45"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","50"
,,,,"Bermuda","Total immigrant population 5 6","30"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Bonaire, Sint Eustatius and Saba","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Cayman Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Cuba","Total immigrant population 5 6","5,300"
,,,,,"Before 1980","55"
,,,,,"1980 to 1990","125"
,,,,,"1991 to 2000","695"
,,,,,"2001 to 2005","635"
,,,,,"2006 to 2010","1,100"
,,,,,"2011 to 2015","1,650"
,,,,,"2016 to 2021 7","1,040"
,,,,"Curaçao","Total immigrant population 5 6","40"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Dominica","Total immigrant population 5 6","215"
,,,,,"Before 1980","100"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","20"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Dominican Republic","Total immigrant population 5 6","5,320"
,,,,,"Before 1980","125"
,,,,,"1980 to 1990","770"
,,,,,"1991 to 2000","1,415"
,,,,,"2001 to 2005","470"
,,,,,"2006 to 2010","675"
,,,,,"2011 to 2015","895"
,,,,,"2016 to 2021 7","965"
,,,,"Grenada","Total immigrant population 5 6","1,195"
,,,,,"Before 1980","315"
,,,,,"1980 to 1990","130"
,,,,,"1991 to 2000","330"
,,,,,"2001 to 2005","160"
,,,,,"2006 to 2010","190"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","25"
,,,,"Guadeloupe","Total immigrant population 5 6","410"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","40"
,,,,,"2006 to 2010","75"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","80"
,,,,"Haiti","Total immigrant population 5 6","79,725"
,,,,,"Before 1980","12,090"
,,,,,"1980 to 1990","14,245"
,,,,,"1991 to 2000","13,005"
,,,,,"2001 to 2005","6,730"
,,,,,"2006 to 2010","9,175"
,,,,,"2011 to 2015","16,735"
,,,,,"2016 to 2021 7","7,740"
,,,,"Jamaica","Total immigrant population 5 6","4,215"
,,,,,"Before 1980","1,565"
,,,,,"1980 to 1990","1,270"
,,,,,"1991 to 2000","670"
,,,,,"2001 to 2005","175"
,,,,,"2006 to 2010","155"
,,,,,"2011 to 2015","180"
,,,,,"2016 to 2021 7","190"
,,,,"Martinique","Total immigrant population 5 6","475"
,,,,,"Before 1980","65"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","55"
,,,,,"2001 to 2005","45"
,,,,,"2006 to 2010","45"
,,,,,"2011 to 2015","105"
,,,,,"2016 to 2021 7","120"
,,,,"Montserrat","Total immigrant population 5 6","150"
,,,,,"Before 1980","110"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Puerto Rico","Total immigrant population 5 6","50"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","10"
,,,,"Saint Barthélemy","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Kitts and Nevis","Total immigrant population 5 6","120"
,,,,,"Before 1980","100"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Lucia","Total immigrant population 5 6","600"
,,,,,"Before 1980","105"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","110"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","110"
,,,,,"2011 to 2015","100"
,,,,,"2016 to 2021 7","85"
,,,,"Saint Martin (French part)","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Saint Vincent and the Grenadines","Total immigrant population 5 6","3,120"
,,,,,"Before 1980","555"
,,,,,"1980 to 1990","260"
,,,,,"1991 to 2000","445"
,,,,,"2001 to 2005","310"
,,,,,"2006 to 2010","665"
,,,,,"2011 to 2015","555"
,,,,,"2016 to 2021 7","330"
,,,,"Sint Maarten (Dutch part)","Total immigrant population 5 6","25"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Trinidad and Tobago","Total immigrant population 5 6","3,565"
,,,,,"Before 1980","1,910"
,,,,,"1980 to 1990","490"
,,,,,"1991 to 2000","820"
,,,,,"2001 to 2005","135"
,,,,,"2006 to 2010","95"
,,,,,"2011 to 2015","75"
,,,,,"2016 to 2021 7","30"
,,,,"Turks and Caicos Islands","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Virgin Islands, British","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Virgin Islands, United States","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Argentina","Total immigrant population 5 6","4,150"
,,,,,"Before 1980","775"
,,,,,"1980 to 1990","445"
,,,,,"1991 to 2000","845"
,,,,,"2001 to 2005","1,285"
,,,,,"2006 to 2010","505"
,,,,,"2011 to 2015","150"
,,,,,"2016 to 2021 7","155"
,,,,"Bolivia 8","Total immigrant population 5 6","615"
,,,,,"Before 1980","75"
,,,,,"1980 to 1990","140"
,,,,,"1991 to 2000","170"
,,,,,"2001 to 2005","85"
,,,,,"2006 to 2010","60"
,,,,,"2011 to 2015","55"
,,,,,"2016 to 2021 7","30"
,,,,"Brazil","Total immigrant population 5 6","7,205"
,,,,,"Before 1980","240"
,,,,,"1980 to 1990","245"
,,,,,"1991 to 2000","520"
,,,,,"2001 to 2005","530"
,,,,,"2006 to 2010","1,790"
,,,,,"2011 to 2015","2,000"
,,,,,"2016 to 2021 7","1,875"
,,,,"Chile","Total immigrant population 5 6","7,360"
,,,,,"Before 1980","1,750"
,,,,,"1980 to 1990","2,045"
,,,,,"1991 to 2000","1,940"
,,,,,"2001 to 2005","635"
,,,,,"2006 to 2010","480"
,,,,,"2011 to 2015","250"
,,,,,"2016 to 2021 7","265"
,,,,"Colombia","Total immigrant population 5 6","19,135"
,,,,,"Before 1980","1,030"
,,,,,"1980 to 1990","590"
,,,,,"1991 to 2000","1,090"
,,,,,"2001 to 2005","3,100"
,,,,,"2006 to 2010","5,425"
,,,,,"2011 to 2015","5,015"
,,,,,"2016 to 2021 7","2,880"
,,,,"Ecuador","Total immigrant population 5 6","1,290"
,,,,,"Before 1980","255"
,,,,,"1980 to 1990","105"
,,,,,"1991 to 2000","150"
,,,,,"2001 to 2005","220"
,,,,,"2006 to 2010","235"
,,,,,"2011 to 2015","210"
,,,,,"2016 to 2021 7","115"
,,,,"Falkland Islands (Malvinas)","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"French Guiana","Total immigrant population 5 6","70"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","0"
,,,,"Guyana","Total immigrant population 5 6","2,255"
,,,,,"Before 1980","825"
,,,,,"1980 to 1990","740"
,,,,,"1991 to 2000","430"
,,,,,"2001 to 2005","45"
,,,,,"2006 to 2010","70"
,,,,,"2011 to 2015","90"
,,,,,"2016 to 2021 7","50"
,,,,"Paraguay","Total immigrant population 5 6","165"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","0"
,,,,"Peru","Total immigrant population 5 6","12,455"
,,,,,"Before 1980","560"
,,,,,"1980 to 1990","1,630"
,,,,,"1991 to 2000","3,485"
,,,,,"2001 to 2005","2,050"
,,,,,"2006 to 2010","2,825"
,,,,,"2011 to 2015","1,290"
,,,,,"2016 to 2021 7","615"
,,,,"South Georgia and the South Sandwich Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Suriname","Total immigrant population 5 6","30"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Uruguay","Total immigrant population 5 6","1,205"
,,,,,"Before 1980","300"
,,,,,"1980 to 1990","185"
,,,,,"1991 to 2000","260"
,,,,,"2001 to 2005","225"
,,,,,"2006 to 2010","175"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","25"
,,,,"Venezuela 9","Total immigrant population 5 6","6,730"
,,,,,"Before 1980","215"
,,,,,"1980 to 1990","270"
,,,,,"1991 to 2000","1,065"
,,,,,"2001 to 2005","1,015"
,,,,,"2006 to 2010","1,145"
,,,,,"2011 to 2015","1,545"
,,,,,"2016 to 2021 7","1,485"
,,,,"Austria","Total immigrant population 5 6","905"
,,,,,"Before 1980","620"
,,,,,"1980 to 1990","60"
,,,,,"1991 to 2000","95"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","55"
,,,,"Belgium","Total immigrant population 5 6","5,445"
,,,,,"Before 1980","2,120"
,,,,,"1980 to 1990","640"
,,,,,"1991 to 2000","645"
,,,,,"2001 to 2005","450"
,,,,,"2006 to 2010","490"
,,,,,"2011 to 2015","530"
,,,,,"2016 to 2021 7","565"
,,,,"France","Total immigrant population 5 6","63,235"
,,,,,"Before 1980","10,610"
,,,,,"1980 to 1990","3,550"
,,,,,"1991 to 2000","8,215"
,,,,,"2001 to 2005","6,425"
,,,,,"2006 to 2010","8,030"
,,,,,"2011 to 2015","11,110"
,,,,,"2016 to 2021 7","15,295"
,,,,"Germany","Total immigrant population 5 6","5,915"
,,,,,"Before 1980","3,240"
,,,,,"1980 to 1990","460"
,,,,,"1991 to 2000","545"
,,,,,"2001 to 2005","350"
,,,,,"2006 to 2010","475"
,,,,,"2011 to 2015","430"
,,,,,"2016 to 2021 7","415"
,,,,"Liechtenstein","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Luxembourg","Total immigrant population 5 6","130"
,,,,,"Before 1980","50"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","10"
,,,,"Monaco","Total immigrant population 5 6","35"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Netherlands","Total immigrant population 5 6","1,125"
,,,,,"Before 1980","625"
,,,,,"1980 to 1990","85"
,,,,,"1991 to 2000","120"
,,,,,"2001 to 2005","90"
,,,,,"2006 to 2010","65"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","90"
,,,,"Switzerland","Total immigrant population 5 6","2,445"
,,,,,"Before 1980","890"
,,,,,"1980 to 1990","230"
,,,,,"1991 to 2000","390"
,,,,,"2001 to 2005","235"
,,,,,"2006 to 2010","210"
,,,,,"2011 to 2015","260"
,,,,,"2016 to 2021 7","230"
,,,,"Belarus","Total immigrant population 5 6","1,545"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","310"
,,,,,"2001 to 2005","270"
,,,,,"2006 to 2010","450"
,,,,,"2011 to 2015","170"
,,,,,"2016 to 2021 7","305"
,,,,"Bulgaria","Total immigrant population 5 6","5,755"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","155"
,,,,,"1991 to 2000","1,160"
,,,,,"2001 to 2005","2,100"
,,,,,"2006 to 2010","1,450"
,,,,,"2011 to 2015","560"
,,,,,"2016 to 2021 7","295"
,,,,"Czechia","Total immigrant population 5 6","1,000"
,,,,,"Before 1980","410"
,,,,,"1980 to 1990","250"
,,,,,"1991 to 2000","155"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","50"
,,,,,"2011 to 2015","45"
,,,,,"2016 to 2021 7","25"
,,,,"Estonia","Total immigrant population 5 6","145"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","50"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","10"
,,,,"Hungary","Total immigrant population 5 6","2,660"
,,,,,"Before 1980","1,540"
,,,,,"1980 to 1990","315"
,,,,,"1991 to 2000","240"
,,,,,"2001 to 2005","160"
,,,,,"2006 to 2010","85"
,,,,,"2011 to 2015","190"
,,,,,"2016 to 2021 7","130"
,,,,"Latvia","Total immigrant population 5 6","285"
,,,,,"Before 1980","85"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","55"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","45"
,,,,"Lithuania","Total immigrant population 5 6","300"
,,,,,"Before 1980","75"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","25"
,,,,"Moldova 10","Total immigrant population 5 6","9,835"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","205"
,,,,,"2001 to 2005","1,010"
,,,,,"2006 to 2010","3,675"
,,,,,"2011 to 2015","3,430"
,,,,,"2016 to 2021 7","1,485"
,,,,"Poland","Total immigrant population 5 6","8,340"
,,,,,"Before 1980","1,950"
,,,,,"1980 to 1990","3,590"
,,,,,"1991 to 2000","2,035"
,,,,,"2001 to 2005","300"
,,,,,"2006 to 2010","185"
,,,,,"2011 to 2015","135"
,,,,,"2016 to 2021 7","145"
,,,,"Romania","Total immigrant population 5 6","24,620"
,,,,,"Before 1980","990"
,,,,,"1980 to 1990","1,585"
,,,,,"1991 to 2000","6,215"
,,,,,"2001 to 2005","8,335"
,,,,,"2006 to 2010","4,345"
,,,,,"2011 to 2015","2,215"
,,,,,"2016 to 2021 7","940"
,,,,"Russian Federation","Total immigrant population 5 6","10,380"
,,,,,"Before 1980","240"
,,,,,"1980 to 1990","125"
,,,,,"1991 to 2000","3,575"
,,,,,"2001 to 2005","1,935"
,,,,,"2006 to 2010","1,880"
,,,,,"2011 to 2015","1,440"
,,,,,"2016 to 2021 7","1,185"
,,,,"Slovakia","Total immigrant population 5 6","700"
,,,,,"Before 1980","215"
,,,,,"1980 to 1990","135"
,,,,,"1991 to 2000","165"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","60"
,,,,"Ukraine","Total immigrant population 5 6","8,470"
,,,,,"Before 1980","170"
,,,,,"1980 to 1990","200"
,,,,,"1991 to 2000","1,955"
,,,,,"2001 to 2005","1,330"
,,,,,"2006 to 2010","1,720"
,,,,,"2011 to 2015","1,755"
,,,,,"2016 to 2021 7","1,345"
,,,,"Åland Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Denmark","Total immigrant population 5 6","275"
,,,,,"Before 1980","80"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","35"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","60"
,,,,"Faroe Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
